Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
235.36511421203613	10	-41.32614249686787	0.0	-41.32614249686787	-41.32614249686787	160000
470.1014907360077	20	-17.21540165634931	3.552713678800501e-15	-17.215401656349307	-17.215401656349307	320000
705.274062871933	30	-17.13154846494235	3.552713678800501e-15	-17.131548464942355	-17.131548464942355	480000
947.1241157054901	40	-13.842322846223515	56.53694850142946	367.05066194253027	-54.29863232591617	640000
1187.7324924468994	50	-19.845743419174944	3.552713678800501e-15	-19.84574341917494	-19.84574341917494	800000
1426.9006173610687	60	35.75360336764653	17.074842826395088	181.63526282961084	20.63387551436801	960000
1667.024620294571	70	76.56423384607272	154.19692377124656	1113.172978847743	24.074848351157975	1120000
1908.3236255645752	80	-16.10636167376527	1.0021453909892082	-13.91950005186069	-18.111789270646593	1280000
2149.5884087085724	90	-19.27646083297525	0.3926325401526661	-18.437441376511043	-20.09764241018565	1440000
2391.099100112915	100	-20.35482078007311	7.105427357601002e-15	-20.3548207800731	-20.3548207800731	1600000
2640.009241580963	110	-8.95372186373906	1.7763568394002505e-15	-8.953721863739062	-8.953721863739062	1760000
2884.916417360306	120	-23.25376655332275	0.0	-23.25376655332275	-23.25376655332275	1920000
3123.649824619293	130	33.08542780500273	48.61110250600067	346.34027707053946	-0.6400105232748212	2080000
3361.117814540863	140	9.187662415127686	84.16635265935238	388.16126873817495	-35.775943374017636	2240000
3597.674304485321	150	-33.93958453969828	7.105427357601002e-15	-33.939584539698274	-33.939584539698274	2400000
3833.1867225170135	160	-45.97165735167362	7.105427357601002e-15	-45.97165735167363	-45.97165735167363	2560000
4069.748923778534	170	-9.944351297336148	0.0	-9.944351297336148	-9.944351297336148	2720000
4306.554799079895	180	-313.8246680116724	36.27225559010706	-190.72694305270335	-398.14690062008935	2880000
4543.889372110367	190	-10.586785869008086	3.552713678800501e-15	-10.58678586900809	-10.58678586900809	3040000
4782.06721830368	200	-33.09669815032771	41.851242851752545	137.65028171596632	-81.14070674386474	3200000
5020.711653470993	210	-6.692462394244112	2.300647616432354	-1.77487084420455	-12.605717110086935	3360000
5259.252786159515	220	-11.450068080669393	3.552713678800501e-15	-11.450068080669396	-11.450068080669396	3520000
5502.871966600418	230	-32.070671646031954	8.392658938160766	-18.716386022055232	-49.381592098994524	3680000
5742.721768140793	240	-15.880034988939208	0.0	-15.880034988939208	-15.880034988939208	3840000
5982.718723535538	250	-19.948842032950328	0.0	-19.948842032950328	-19.948842032950328	4000000
6221.029230117798	260	27.295781895656816	31.825918421695913	340.83578903772826	11.910826586998562	4160000
6459.584894895554	270	-9.22858971339648	3.556233980437298	-3.152626920959471	-18.886661295984567	4320000
6702.598012685776	280	-17.724724554921043	3.552713678800501e-15	-17.724724554921046	-17.724724554921046	4480000
6942.221583604813	290	-22.207054195829965	3.552713678800501e-15	-22.20705419582996	-22.20705419582996	4640000
7182.339749574661	300	-22.62887791512958	0.0	-22.62887791512958	-22.62887791512958	4800000
