Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
76.51132774353027	10	-3.3430029823049345	0.0	-3.3430029823049345	-3.3430029823049345	200000
156.1302399635315	20	-3.310625668506386	1.3322676295501878e-15	-3.3106256685063875	-3.3106256685063875	400000
236.2863187789917	30	-38.34422419144392	7.105427357601002e-15	-38.344224191443914	-38.344224191443914	600000
319.1026713848114	40	-18.00974888401708	0.0	-18.00974888401708	-18.00974888401708	800000
400.85184502601624	50	-4.94951908833866	5.386098331484854	5.518481704054195	-15.543170698433181	1000000
483.581725358963	60	-15.113261352449353	1.7763568394002505e-15	-15.113261352449355	-15.113261352449355	1200000
565.7591524124146	70	-17.49399998683404	3.552713678800501e-15	-17.493999986834037	-17.493999986834037	1400000
648.6848800182343	80	-30.672932486668714	24.57471801240098	126.65011285245278	-68.78591455362343	1600000
731.2418434619904	90	1.6675243696459565	1.5929237315952793	5.225207388302624	-1.682171244267309	1800000
814.4904062747955	100	6.881825846355659	5.391178768365644	16.7346301303683	-4.135916044855971	2000000
897.7358727455139	110	-14.478547801288535	3.552713678800501e-15	-14.478547801288531	-14.478547801288531	2200000
980.3355419635773	120	40.92230699716619	4.58549516947293	48.50982228317656	29.74882996855426	2400000
1061.7042043209076	130	-26.489971960247548	2.1022048846969437	-21.976812071709105	-32.044401319758215	2600000
1144.1482734680176	140	30.994942338876623	6.688278734007464	44.9718883244707	13.003650120317516	2800000
1226.8835520744324	150	-18.659144320805073	3.552713678800501e-15	-18.659144320805076	-18.659144320805076	3000000
1308.654078245163	160	-104.56436019637306	10.73057301078473	-15.891231679660095	-122.45519388303929	3200000
1390.874433040619	170	115.12388406122395	162.84758496504287	1148.7390818928302	42.750024599860886	3400000
1472.6380670070648	180	17.073522272739943	45.97052184216846	295.68053151093983	-14.616949603367978	3600000
1555.1507349014282	190	0.018095138688446186	6.303637436617363	13.365836732042675	-14.901337377214483	3800000
1638.291829109192	200	-21.764791218353626	7.105427357601002e-15	-21.76479121835362	-21.76479121835362	4000000
1720.6712980270386	210	-73.6308268508556	26.84861123030601	1.9906301753024587	-124.95592579917916	4200000
1803.135321855545	220	-39.21804196200822	0.747149548909383	-37.51688981263657	-41.06885596539798	4400000
1886.6909444332123	230	5.964052306328423	6.723172128604845	16.563470406588724	-8.100855141321931	4600000
1969.0854115486145	240	-38.94149960512479	2.4308541144994833	-34.05800775407764	-44.8489563096284	4800000
2051.329824924469	250	-19.34308509238588	23.206900854848907	79.59113443627923	-70.91677152566844	5000000
2133.570343732834	260	3.221965093767555	2.1118424376289893	8.102193063440764	-1.0905435284772185	5200000
2214.921720981598	270	-3.23521560513225	1.662427323646505	-0.3001107742013547	-7.192814640056263	5400000
2296.342011451721	280	-17.314402177524638	7.105427357601002e-15	-17.31440217752463	-17.31440217752463	5600000
2378.9601011276245	290	-25.237997803443736	3.552713678800501e-15	-25.23799780344374	-25.23799780344374	5800000
2461.734838962555	300	-4.880093098209147	13.370906347759718	119.68837678356262	-19.2726670106819	6000000
