Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
261.2626702785492	10	-23.817326920489606	0.0	-23.817326920489606	-23.817326920489606	160000
529.1415348052979	20	-28.63946318036859	7.105427357601002e-15	-28.639463180368583	-28.639463180368583	320000
802.4435133934021	30	-22.5995249096622	3.552713678800501e-15	-22.599524909662197	-22.599524909662197	480000
1075.285540819168	40	-29.207158444984106	7.105427357601002e-15	-29.207158444984113	-29.207158444984113	640000
1349.0630009174347	50	-23.047895888327727	3.552713678800501e-15	-23.047895888327723	-23.047895888327723	800000
1620.6606497764587	60	-2.374510829227859	1.562649814730904	0.43319306553061154	-7.3285591372269225	960000
1902.5293629169464	70	-27.91635449065747	3.552713678800501e-15	-27.916354490657472	-27.916354490657472	1120000
2175.5628838539124	80	-25.789300517025044	61.98798927342204	431.0338981091007	-93.52146878324662	1280000
2460.2554795742035	90	43.085607323018166	70.44659961304261	443.85919956916734	11.62946130352737	1440000
2738.172159433365	100	-42.39809892400885	41.68738069572587	309.15131437906246	-65.03023550048002	1600000
3030.704401254654	110	-13.874623159346331	1.7763568394002505e-15	-13.87462315934633	-13.87462315934633	1760000
3310.9220881462097	120	-30.25400928198569	1.4210854715202004e-14	-30.254009281985677	-30.254009281985677	1920000
3587.934306383133	130	-27.049546211582637	1.0658141036401503e-14	-27.049546211582626	-27.049546211582626	2080000
3859.8490991592407	140	-34.95850587798026	1.4210854715202004e-14	-34.958505877980244	-34.958505877980244	2240000
4128.994188070297	150	1.4419869372162901	1.5976747428147446	4.518777172308578	-2.6111176549645934	2400000
4400.279013633728	160	-47.89050558071947	2.897913161788554	-42.94376081085299	-55.39763198541617	2560000
4670.649583101273	170	-23.493400148770693	1.0658141036401503e-14	-23.493400148770682	-23.493400148770682	2720000
4940.810147762299	180	-185.9166470996255	15.075756418217349	-104.28272583400675	-209.7395939662213	2880000
5214.4036955833435	190	-32.35811803910338	7.105427357601002e-15	-32.35811803910339	-32.35811803910339	3040000
5492.610861778259	200	-20.306619155280373	4.132966857425061	-14.499459004312785	-33.97251245401145	3200000
5769.193843126297	210	-4.439014761036975	5.552705100298933	5.317670269461594	-15.847520113413443	3360000
6046.052518129349	220	154.14031685648882	79.29104916870058	640.5805232250646	83.9884049380588	3520000
6324.080502033234	230	62.1797775719915	61.45704419019364	400.3069561581058	29.812955557701105	3680000
6603.4333708286285	240	179.31223591651494	151.1041438553843	913.8852224882811	84.93618462145933	3840000
6881.274411201477	250	70.0034542342059	123.74511707860633	989.9669498919559	19.204456931144822	4000000
7160.4173130989075	260	21.280367187214488	5.113438101909441	31.16060191833773	8.716598140162787	4160000
7436.72914481163	270	20.010891719425285	16.48979535061421	174.04705272900975	2.678840492848809	4320000
7715.038742780685	280	91.64461286369053	115.1312242668155	1087.4953719335776	38.01210843788234	4480000
8000.112089395523	290	221.0519687905557	199.0643275301203	1189.2164807851257	95.66533202951919	4640000
8286.335059165955	300	24.694466072496898	94.49832491158874	512.5703366836425	-46.25802090144941	4800000
