Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
85.4880759716034	10	46.87691529860379	96.37932476495672	710.6122085745528	-7.61389477485553	200000
172.70588088035583	20	-24.029704966293394	1.0658141036401503e-14	-24.029704966293384	-24.029704966293384	400000
259.55067229270935	30	-23.0225197176499	3.552713678800501e-15	-23.022519717649896	-23.022519717649896	600000
346.4396345615387	40	-14.856621822815061	1.7763568394002505e-15	-14.856621822815063	-14.856621822815063	800000
433.1362044811249	50	-20.53236409595078	3.552713678800501e-15	-20.532364095950783	-20.532364095950783	1000000
518.9663166999817	60	0.7500930609212871	2.9920960787530775	7.700876042358639	-6.38558371500199	1200000
604.2842853069305	70	-25.843747064322493	3.552713678800501e-15	-25.84374706432249	-25.84374706432249	1400000
690.2857003211975	80	-24.84066827352176	3.552713678800501e-15	-24.840668273521757	-24.840668273521757	1600000
776.0364859104156	90	-49.95117639922961	5.164919962160399	-40.857405544474084	-61.205684789947334	1800000
862.2311551570892	100	45.38971057511728	12.778128291091697	63.97217590334054	11.939193396349468	2000000
947.7386844158173	110	-98.86402896833376	10.126085307635663	-40.03232219940405	-119.70536020341198	2200000
1033.419349193573	120	-22.414445983484633	0.0	-22.414445983484633	-22.414445983484633	2400000
1119.0927357673645	130	-24.42332060425681	0.0	-24.42332060425681	-24.42332060425681	2600000
1205.2994112968445	140	2.903721507408261	3.236459112797806	10.645013047127623	-3.932675687378858	2800000
1292.0601754188538	150	-18.389953103351626	0.0	-18.389953103351626	-18.389953103351626	3000000
1378.1632752418518	160	34.848194561874145	24.03398314260633	161.76472061829878	-2.8373739115551766	3200000
1464.7797663211823	170	-25.040213223696334	3.552713678800501e-15	-25.04021322369633	-25.04021322369633	3400000
1550.6578919887543	180	-19.103612798732357	0.0	-19.103612798732357	-19.103612798732357	3600000
1636.4111487865448	190	-10.864121946720013	2.384026588312758	-5.847582317207053	-15.142049391107047	3800000
1722.0029349327087	200	-29.185194439889855	1.0658141036401503e-14	-29.185194439889845	-29.185194439889845	4000000
1808.6540961265564	210	21.32508937941584	2.627962987107423	25.671354303180532	13.366524679568222	4200000
1894.547289133072	220	47.622769825176604	18.436368211301016	203.78422172785346	26.82749669056118	4400000
1981.6012568473816	230	-118.5310976327977	70.77914721224803	214.70935598091216	-204.06879844089877	4600000
2069.3833327293396	240	85.29659024610228	38.23166862975831	435.9854286593841	45.3521605829031	4800000
2156.449539899826	250	2.360487962096649	6.517184186804188	12.719915103509473	-13.654979060535048	5000000
2242.127215862274	260	-27.45613925791542	3.552713678800501e-15	-27.456139257915424	-27.456139257915424	5200000
2328.9670062065125	270	-11.766788660115186	3.268331293530173	-4.935557047546954	-19.06677378470056	5400000
2413.9830009937286	280	-16.817604268900656	7.105427357601002e-15	-16.817604268900663	-16.817604268900663	5600000
2496.8120913505554	290	-42.74911108440876	4.783620981542011	-34.48819699694515	-53.82557884679397	5800000
2579.649693250656	300	69.05705963099668	118.99004232450007	920.5118739269018	17.968152028398105	6000000
